meal_name,items,carbs,protein,calories,fats
Meal 1154,"Rogan Josh,Boiled Rice,Wheat chapatti(2),Buttermilk,",71.5,15.15,766,32.1
Meal 1155,"Rogan Josh,Boiled Rice,Brown bread(2),Buttermilk,",153.5,35.15,834,39.9
Meal 1156,"Rogan Josh,Boiled Rice,Paratha(2),Buttermilk,",165.5,29.15,878,43.3
Meal 1157,"Rogan Josh,Boiled Rice,Wheat chapatti(3),Buttermilk,",86.5,18.15,836,32.5
Meal 1158,"Rogan Josh,Boiled Rice,Brown bread(3),Buttermilk,",209.5,48.15,938,44.2
Meal 1159,"Rogan Josh,Boiled Rice,Paratha(3),Buttermilk,",227.5,39.15,1004,49.3
Meal 1160,"Rogan Josh,Boiled Rice,Buttermilk,",41.5,9.15,626,31.3
Meal 1161,"Rogan Josh,Boiled Rice,Wheat chapatti(1),Paneer (Cow’s milk),",57.2,29.65,946,51.4
Meal 1162,"Rogan Josh,Boiled Rice,Brown bread(1),Paneer (Cow’s milk),",98.2,39.65,980,55.3
Meal 1163,"Rogan Josh,Boiled Rice,Paratha(1),Paneer (Cow’s milk),",104.2,36.65,1002,57
Meal 1164,"Rogan Josh,Boiled Rice,Wheat chapatti(2),Paneer (Cow’s milk),",72.2,32.65,1016,51.8
Meal 1165,"Rogan Josh,Boiled Rice,Brown bread(2),Paneer (Cow’s milk),",154.2,52.65,1084,59.6
Meal 1166,"Rogan Josh,Boiled Rice,Paratha(2),Paneer (Cow’s milk),",166.2,46.65,1128,63
Meal 1167,"Rogan Josh,Boiled Rice,Wheat chapatti(3),Paneer (Cow’s milk),",87.2,35.65,1086,52.2
Meal 1168,"Rogan Josh,Boiled Rice,Brown bread(3),Paneer (Cow’s milk),",210.2,65.65,1188,63.9
Meal 1169,"Rogan Josh,Boiled Rice,Paratha(3),Paneer (Cow’s milk),",228.2,56.65,1254,69
Meal 1170,"Rogan Josh,Boiled Rice,Paneer (Cow’s milk),",42.2,26.65,876,51
Meal 1171,"Rogan Josh,Boiled Rice,Wheat chapatti(1),Paneer (Buffalo’s milk),",63.9,24.75,973,53.6
Meal 1172,"Rogan Josh,Boiled Rice,Brown bread(1),Paneer (Buffalo’s milk),",104.9,34.75,1007,57.5
Meal 1173,"Rogan Josh,Boiled Rice,Paratha(1),Paneer (Buffalo’s milk),",110.9,31.75,1029,59.2
Meal 1174,"Rogan Josh,Boiled Rice,Wheat chapatti(2),Paneer (Buffalo’s milk),",78.9,27.75,1043,54
Meal 1175,"Rogan Josh,Boiled Rice,Brown bread(2),Paneer (Buffalo’s milk),",160.9,47.75,1111,61.8
Meal 1176,"Rogan Josh,Boiled Rice,Paratha(2),Paneer (Buffalo’s milk),",172.9,41.75,1155,65.2
Meal 1177,"Rogan Josh,Boiled Rice,Wheat chapatti(3),Paneer (Buffalo’s milk),",93.9,30.75,1113,54.4
Meal 1178,"Rogan Josh,Boiled Rice,Brown bread(3),Paneer (Buffalo’s milk),",216.9,60.75,1215,66.1
Meal 1179,"Rogan Josh,Boiled Rice,Paratha(3),Paneer (Buffalo’s milk),",234.9,51.75,1281,71.2
Meal 1180,"Rogan Josh,Boiled Rice,Paneer (Buffalo’s milk),",48.9,21.75,903,53.2
Meal 1181,"Rogan Josh,Boiled Rice,Wheat chapatti(1),Lassi,",59.2,17.05,750,31.1
Meal 1182,"Rogan Josh,Boiled Rice,Brown bread(1),Lassi,",100.2,27.05,784,35
Meal 1183,"Rogan Josh,Boiled Rice,Paratha(1),Lassi,",106.2,24.05,806,36.7
Meal 1184,"Rogan Josh,Boiled Rice,Wheat chapatti(2),Lassi,",74.2,20.05,820,31.5
Meal 1185,"Rogan Josh,Boiled Rice,Brown bread(2),Lassi,",156.2,40.05,888,39.3
Meal 1186,"Rogan Josh,Boiled Rice,Paratha(2),Lassi,",168.2,34.05,932,42.7
Meal 1187,"Rogan Josh,Boiled Rice,Wheat chapatti(3),Lassi,",89.2,23.05,890,31.9
Meal 1188,"Rogan Josh,Boiled Rice,Brown bread(3),Lassi,",212.2,53.05,992,43.6
Meal 1189,"Rogan Josh,Boiled Rice,Paratha(3),Lassi,",230.2,44.05,1058,48.7
Meal 1190,"Rogan Josh,Boiled Rice,Lassi,",44.2,14.05,680,30.7
Meal 1191,"Rogan Josh,Pulao,Wheat chapatti(1),Milk (Cow),",54.4,15.55,756,37.9
Meal 1192,"Rogan Josh,Pulao,Brown bread(1),Milk (Cow),",95.4,25.55,790,41.8
Meal 1193,"Rogan Josh,Pulao,Paratha(1),Milk (Cow),",101.4,22.55,812,43.5
Meal 1194,"Rogan Josh,Pulao,Wheat chapatti(2),Milk (Cow),",69.4,18.55,826,38.3
Meal 1195,"Rogan Josh,Pulao,Brown bread(2),Milk (Cow),",151.4,38.55,894,46.1
Meal 1196,"Rogan Josh,Pulao,Paratha(2),Milk (Cow),",163.4,32.55,938,49.5
Meal 1197,"Rogan Josh,Pulao,Wheat chapatti(3),Milk (Cow),",84.4,21.55,896,38.7
Meal 1198,"Rogan Josh,Pulao,Brown bread(3),Milk (Cow),",207.4,51.55,998,50.4
Meal 1199,"Rogan Josh,Pulao,Paratha(3),Milk (Cow),",225.4,42.55,1064,55.5
Meal 1200,"Rogan Josh,Pulao,Milk (Cow),",39.4,12.55,686,37.5
Meal 1201,"Rogan Josh,Pulao,Wheat chapatti(1),Milk (Buffalo),",55,16.65,806,40.3
Meal 1202,"Rogan Josh,Pulao,Brown bread(1),Milk (Buffalo),",96,26.65,840,44.2
Meal 1203,"Rogan Josh,Pulao,Paratha(1),Milk (Buffalo),",102,23.65,862,45.9
Meal 1204,"Rogan Josh,Pulao,Wheat chapatti(2),Milk (Buffalo),",70,19.65,876,40.7
Meal 1205,"Rogan Josh,Pulao,Brown bread(2),Milk (Buffalo),",152,39.65,944,48.5
Meal 1206,"Rogan Josh,Pulao,Paratha(2),Milk (Buffalo),",164,33.65,988,51.9
Meal 1207,"Rogan Josh,Pulao,Wheat chapatti(3),Milk (Buffalo),",85,22.65,946,41.1
Meal 1208,"Rogan Josh,Pulao,Brown bread(3),Milk (Buffalo),",208,52.65,1048,52.8
Meal 1209,"Rogan Josh,Pulao,Paratha(3),Milk (Buffalo),",226,43.65,1114,57.9
Meal 1210,"Rogan Josh,Pulao,Milk (Buffalo),",40,13.65,736,39.9
Meal 1211,"Rogan Josh,Pulao,Wheat chapatti(1),Yogurt,",53,15.45,749,37.8
Meal 1212,"Rogan Josh,Pulao,Brown bread(1),Yogurt,",94,25.45,783,41.7
Meal 1213,"Rogan Josh,Pulao,Paratha(1),Yogurt,",100,22.45,805,43.4
Meal 1214,"Rogan Josh,Pulao,Wheat chapatti(2),Yogurt,",68,18.45,819,38.2
Meal 1215,"Rogan Josh,Pulao,Brown bread(2),Yogurt,",150,38.45,887,46
Meal 1216,"Rogan Josh,Pulao,Paratha(2),Yogurt,",162,32.45,931,49.4
Meal 1217,"Rogan Josh,Pulao,Wheat chapatti(3),Yogurt,",83,21.45,889,38.6
Meal 1218,"Rogan Josh,Pulao,Brown bread(3),Yogurt,",206,51.45,991,50.3
Meal 1219,"Rogan Josh,Pulao,Paratha(3),Yogurt,",224,42.45,1057,55.4
Meal 1220,"Rogan Josh,Pulao,Yogurt,",38,12.45,679,37.4
Meal 1221,"Rogan Josh,Pulao,Wheat chapatti(1),Buttermilk,",50.5,13.15,704,34.9
Meal 1222,"Rogan Josh,Pulao,Brown bread(1),Buttermilk,",91.5,23.15,738,38.8
Meal 1223,"Rogan Josh,Pulao,Paratha(1),Buttermilk,",97.5,20.15,760,40.5
Meal 1224,"Rogan Josh,Pulao,Wheat chapatti(2),Buttermilk,",65.5,16.15,774,35.3
Meal 1225,"Rogan Josh,Pulao,Brown bread(2),Buttermilk,",147.5,36.15,842,43.1
Meal 1226,"Rogan Josh,Pulao,Paratha(2),Buttermilk,",159.5,30.15,886,46.5
Meal 1227,"Rogan Josh,Pulao,Wheat chapatti(3),Buttermilk,",80.5,19.15,844,35.7
Meal 1228,"Rogan Josh,Pulao,Brown bread(3),Buttermilk,",203.5,49.15,946,47.4
Meal 1229,"Rogan Josh,Pulao,Paratha(3),Buttermilk,",221.5,40.15,1012,52.5
Meal 1230,"Rogan Josh,Pulao,Buttermilk,",35.5,10.15,634,34.5
Meal 1231,"Rogan Josh,Pulao,Wheat chapatti(1),Paneer (Cow’s milk),",51.2,30.65,954,54.6
Meal 1232,"Rogan Josh,Pulao,Brown bread(1),Paneer (Cow’s milk),",92.2,40.65,988,58.5
Meal 1233,"Rogan Josh,Pulao,Paratha(1),Paneer (Cow’s milk),",98.2,37.65,1010,60.2
Meal 1234,"Rogan Josh,Pulao,Wheat chapatti(2),Paneer (Cow’s milk),",66.2,33.65,1024,55
Meal 1235,"Rogan Josh,Pulao,Brown bread(2),Paneer (Cow’s milk),",148.2,53.65,1092,62.8
Meal 1236,"Rogan Josh,Pulao,Paratha(2),Paneer (Cow’s milk),",160.2,47.65,1136,66.2
Meal 1237,"Rogan Josh,Pulao,Wheat chapatti(3),Paneer (Cow’s milk),",81.2,36.65,1094,55.4
Meal 1238,"Rogan Josh,Pulao,Brown bread(3),Paneer (Cow’s milk),",204.2,66.65,1196,67.1
Meal 1239,"Rogan Josh,Pulao,Paratha(3),Paneer (Cow’s milk),",222.2,57.65,1262,72.2
Meal 1240,"Rogan Josh,Pulao,Paneer (Cow’s milk),",36.2,27.65,884,54.2
Meal 1241,"Rogan Josh,Pulao,Wheat chapatti(1),Paneer (Buffalo’s milk),",57.9,25.75,981,56.8
Meal 1242,"Rogan Josh,Pulao,Brown bread(1),Paneer (Buffalo’s milk),",98.9,35.75,1015,60.7
Meal 1243,"Rogan Josh,Pulao,Paratha(1),Paneer (Buffalo’s milk),",104.9,32.75,1037,62.4
Meal 1244,"Rogan Josh,Pulao,Wheat chapatti(2),Paneer (Buffalo’s milk),",72.9,28.75,1051,57.2
Meal 1245,"Rogan Josh,Pulao,Brown bread(2),Paneer (Buffalo’s milk),",154.9,48.75,1119,65
Meal 1246,"Rogan Josh,Pulao,Paratha(2),Paneer (Buffalo’s milk),",166.9,42.75,1163,68.4
Meal 1247,"Rogan Josh,Pulao,Wheat chapatti(3),Paneer (Buffalo’s milk),",87.9,31.75,1121,57.6
Meal 1248,"Rogan Josh,Pulao,Brown bread(3),Paneer (Buffalo’s milk),",210.9,61.75,1223,69.3
Meal 1249,"Rogan Josh,Pulao,Paratha(3),Paneer (Buffalo’s milk),",228.9,52.75,1289,74.4
Meal 1250,"Rogan Josh,Pulao,Paneer (Buffalo’s milk),",42.9,22.75,911,56.4
Meal 1251,"Rogan Josh,Pulao,Wheat chapatti(1),Lassi,",53.2,18.05,758,34.3
Meal 1252,"Rogan Josh,Pulao,Brown bread(1),Lassi,",94.2,28.05,792,38.2
Meal 1253,"Rogan Josh,Pulao,Paratha(1),Lassi,",100.2,25.05,814,39.9
Meal 1254,"Rogan Josh,Pulao,Wheat chapatti(2),Lassi,",68.2,21.05,828,34.7
Meal 1255,"Rogan Josh,Pulao,Brown bread(2),Lassi,",150.2,41.05,896,42.5
Meal 1256,"Rogan Josh,Pulao,Paratha(2),Lassi,",162.2,35.05,940,45.9
Meal 1257,"Rogan Josh,Pulao,Wheat chapatti(3),Lassi,",83.2,24.05,898,35.1
Meal 1258,"Rogan Josh,Pulao,Brown bread(3),Lassi,",206.2,54.05,1000,46.8
Meal 1259,"Rogan Josh,Pulao,Paratha(3),Lassi,",224.2,45.05,1066,51.9
Meal 1260,"Rogan Josh,Pulao,Lassi,",38.2,15.05,688,33.9
Meal 1261,"Rogan Josh,Khichadi,Wheat chapatti(1),Milk (Cow),",68.4,16.65,852,41.9
Meal 1262,"Rogan Josh,Khichadi,Brown bread(1),Milk (Cow),",109.4,26.65,886,45.8
Meal 1263,"Rogan Josh,Khichadi,Paratha(1),Milk (Cow),",115.4,23.65,908,47.5
Meal 1264,"Rogan Josh,Khichadi,Wheat chapatti(2),Milk (Cow),",83.4,19.65,922,42.3
Meal 1265,"Rogan Josh,Khichadi,Brown bread(2),Milk (Cow),",165.4,39.65,990,50.1
Meal 1266,"Rogan Josh,Khichadi,Paratha(2),Milk (Cow),",177.4,33.65,1034,53.5
Meal 1267,"Rogan Josh,Khichadi,Wheat chapatti(3),Milk (Cow),",98.4,22.65,992,42.7
Meal 1268,"Rogan Josh,Khichadi,Brown bread(3),Milk (Cow),",221.4,52.65,1094,54.4
Meal 1269,"Rogan Josh,Khichadi,Paratha(3),Milk (Cow),",239.4,43.65,1160,59.5
Meal 1270,"Rogan Josh,Khichadi,Milk (Cow),",53.4,13.65,782,41.5
Meal 1271,"Rogan Josh,Khichadi,Wheat chapatti(1),Milk (Buffalo),",69,17.75,902,44.3
Meal 1272,"Rogan Josh,Khichadi,Brown bread(1),Milk (Buffalo),",110,27.75,936,48.2
Meal 1273,"Rogan Josh,Khichadi,Paratha(1),Milk (Buffalo),",116,24.75,958,49.9
Meal 1274,"Rogan Josh,Khichadi,Wheat chapatti(2),Milk (Buffalo),",84,20.75,972,44.7
Meal 1275,"Rogan Josh,Khichadi,Brown bread(2),Milk (Buffalo),",166,40.75,1040,52.5
Meal 1276,"Rogan Josh,Khichadi,Paratha(2),Milk (Buffalo),",178,34.75,1084,55.9
Meal 1277,"Rogan Josh,Khichadi,Wheat chapatti(3),Milk (Buffalo),",99,23.75,1042,45.1
Meal 1278,"Rogan Josh,Khichadi,Brown bread(3),Milk (Buffalo),",222,53.75,1144,56.8
Meal 1279,"Rogan Josh,Khichadi,Paratha(3),Milk (Buffalo),",240,44.75,1210,61.9
Meal 1280,"Rogan Josh,Khichadi,Milk (Buffalo),",54,14.75,832,43.9
Meal 1281,"Rogan Josh,Khichadi,Wheat chapatti(1),Yogurt,",67,16.55,845,41.8
Meal 1282,"Rogan Josh,Khichadi,Brown bread(1),Yogurt,",108,26.55,879,45.7
Meal 1283,"Rogan Josh,Khichadi,Paratha(1),Yogurt,",114,23.55,901,47.4
Meal 1284,"Rogan Josh,Khichadi,Wheat chapatti(2),Yogurt,",82,19.55,915,42.2
Meal 1285,"Rogan Josh,Khichadi,Brown bread(2),Yogurt,",164,39.55,983,50
Meal 1286,"Rogan Josh,Khichadi,Paratha(2),Yogurt,",176,33.55,1027,53.4
Meal 1287,"Rogan Josh,Khichadi,Wheat chapatti(3),Yogurt,",97,22.55,985,42.6
Meal 1288,"Rogan Josh,Khichadi,Brown bread(3),Yogurt,",220,52.55,1087,54.3
Meal 1289,"Rogan Josh,Khichadi,Paratha(3),Yogurt,",238,43.55,1153,59.4
Meal 1290,"Rogan Josh,Khichadi,Yogurt,",52,13.55,775,41.4
Meal 1291,"Rogan Josh,Khichadi,Wheat chapatti(1),Buttermilk,",64.5,14.25,800,38.9
Meal 1292,"Rogan Josh,Khichadi,Brown bread(1),Buttermilk,",105.5,24.25,834,42.8
Meal 1293,"Rogan Josh,Khichadi,Paratha(1),Buttermilk,",111.5,21.25,856,44.5
Meal 1294,"Rogan Josh,Khichadi,Wheat chapatti(2),Buttermilk,",79.5,17.25,870,39.3
Meal 1295,"Rogan Josh,Khichadi,Brown bread(2),Buttermilk,",161.5,37.25,938,47.1
Meal 1296,"Rogan Josh,Khichadi,Paratha(2),Buttermilk,",173.5,31.25,982,50.5
Meal 1297,"Rogan Josh,Khichadi,Wheat chapatti(3),Buttermilk,",94.5,20.25,940,39.7
Meal 1298,"Rogan Josh,Khichadi,Brown bread(3),Buttermilk,",217.5,50.25,1042,51.4
Meal 1299,"Rogan Josh,Khichadi,Paratha(3),Buttermilk,",235.5,41.25,1108,56.5
Meal 1300,"Rogan Josh,Khichadi,Buttermilk,",49.5,11.25,730,38.5
Meal 1301,"Rogan Josh,Khichadi,Wheat chapatti(1),Paneer (Cow’s milk),",65.2,31.75,1050,58.6
Meal 1302,"Rogan Josh,Khichadi,Brown bread(1),Paneer (Cow’s milk),",106.2,41.75,1084,62.5
Meal 1303,"Rogan Josh,Khichadi,Paratha(1),Paneer (Cow’s milk),",112.2,38.75,1106,64.2
Meal 1304,"Rogan Josh,Khichadi,Wheat chapatti(2),Paneer (Cow’s milk),",80.2,34.75,1120,59
Meal 1305,"Rogan Josh,Khichadi,Brown bread(2),Paneer (Cow’s milk),",162.2,54.75,1188,66.8
Meal 1306,"Rogan Josh,Khichadi,Paratha(2),Paneer (Cow’s milk),",174.2,48.75,1232,70.2
Meal 1307,"Rogan Josh,Khichadi,Wheat chapatti(3),Paneer (Cow’s milk),",95.2,37.75,1190,59.4
Meal 1308,"Rogan Josh,Khichadi,Brown bread(3),Paneer (Cow’s milk),",218.2,67.75,1292,71.1
Meal 1309,"Rogan Josh,Khichadi,Paratha(3),Paneer (Cow’s milk),",236.2,58.75,1358,76.2
Meal 1310,"Rogan Josh,Khichadi,Paneer (Cow’s milk),",50.2,28.75,980,58.2
Meal 1311,"Rogan Josh,Khichadi,Wheat chapatti(1),Paneer (Buffalo’s milk),",71.9,26.85,1077,60.8
Meal 1312,"Rogan Josh,Khichadi,Brown bread(1),Paneer (Buffalo’s milk),",112.9,36.85,1111,64.7
Meal 1313,"Rogan Josh,Khichadi,Paratha(1),Paneer (Buffalo’s milk),",118.9,33.85,1133,66.4
Meal 1314,"Rogan Josh,Khichadi,Wheat chapatti(2),Paneer (Buffalo’s milk),",86.9,29.85,1147,61.2
Meal 1315,"Rogan Josh,Khichadi,Brown bread(2),Paneer (Buffalo’s milk),",168.9,49.85,1215,69
Meal 1316,"Rogan Josh,Khichadi,Paratha(2),Paneer (Buffalo’s milk),",180.9,43.85,1259,72.4
Meal 1317,"Rogan Josh,Khichadi,Wheat chapatti(3),Paneer (Buffalo’s milk),",101.9,32.85,1217,61.6
Meal 1318,"Rogan Josh,Khichadi,Brown bread(3),Paneer (Buffalo’s milk),",224.9,62.85,1319,73.3
Meal 1319,"Rogan Josh,Khichadi,Paratha(3),Paneer (Buffalo’s milk),",242.9,53.85,1385,78.4
Meal 1320,"Rogan Josh,Khichadi,Paneer (Buffalo’s milk),",56.9,23.85,1007,60.4
Meal 1321,"Rogan Josh,Khichadi,Wheat chapatti(1),Lassi,",67.2,19.15,854,38.3
Meal 1322,"Rogan Josh,Khichadi,Brown bread(1),Lassi,",108.2,29.15,888,42.2
Meal 1323,"Rogan Josh,Khichadi,Paratha(1),Lassi,",114.2,26.15,910,43.9
Meal 1324,"Rogan Josh,Khichadi,Wheat chapatti(2),Lassi,",82.2,22.15,924,38.7
Meal 1325,"Rogan Josh,Khichadi,Brown bread(2),Lassi,",164.2,42.15,992,46.5
Meal 1326,"Rogan Josh,Khichadi,Paratha(2),Lassi,",176.2,36.15,1036,49.9
Meal 1327,"Rogan Josh,Khichadi,Wheat chapatti(3),Lassi,",97.2,25.15,994,39.1
Meal 1328,"Rogan Josh,Khichadi,Brown bread(3),Lassi,",220.2,55.15,1096,50.8
Meal 1329,"Rogan Josh,Khichadi,Paratha(3),Lassi,",238.2,46.15,1162,55.9
Meal 1330,"Rogan Josh,Khichadi,Lassi,",52.2,16.15,784,37.9
Meal 1331,"Rogan Josh,Wheat chapatti(1),Milk (Cow),",35.4,12.35,637,34.5
Meal 1332,"Rogan Josh,Brown bread(1),Milk (Cow),",76.4,22.35,671,38.4
Meal 1333,"Rogan Josh,Paratha(1),Milk (Cow),",82.4,19.35,693,40.1
Meal 1334,"Rogan Josh,Wheat chapatti(2),Milk (Cow),",50.4,15.35,707,34.9
Meal 1335,"Rogan Josh,Brown bread(2),Milk (Cow),",132.4,35.35,775,42.7
Meal 1336,"Rogan Josh,Paratha(2),Milk (Cow),",144.4,29.35,819,46.1
Meal 1337,"Rogan Josh,Wheat chapatti(3),Milk (Cow),",65.4,18.35,777,35.3
Meal 1338,"Rogan Josh,Brown bread(3),Milk (Cow),",188.4,48.35,879,47
Meal 1339,"Rogan Josh,Paratha(3),Milk (Cow),",206.4,39.35,945,52.1
Meal 1340,"Rogan Josh,Milk (Cow),",20.4,9.35,567,34.1
Meal 1341,"Rogan Josh,Wheat chapatti(1),Milk (Buffalo),",36,13.45,687,36.9
Meal 1342,"Rogan Josh,Brown bread(1),Milk (Buffalo),",77,23.45,721,40.8
Meal 1343,"Rogan Josh,Paratha(1),Milk (Buffalo),",83,20.45,743,42.5
Meal 1344,"Rogan Josh,Wheat chapatti(2),Milk (Buffalo),",51,16.45,757,37.3
Meal 1345,"Rogan Josh,Brown bread(2),Milk (Buffalo),",133,36.45,825,45.1
Meal 1346,"Rogan Josh,Paratha(2),Milk (Buffalo),",145,30.45,869,48.5
Meal 1347,"Rogan Josh,Wheat chapatti(3),Milk (Buffalo),",66,19.45,827,37.7
Meal 1348,"Rogan Josh,Brown bread(3),Milk (Buffalo),",189,49.45,929,49.4
Meal 1349,"Rogan Josh,Paratha(3),Milk (Buffalo),",207,40.45,995,54.5
Meal 1350,"Rogan Josh,Milk (Buffalo),",21,10.45,617,36.5
Meal 1351,"Rogan Josh,Wheat chapatti(1),Yogurt,",34,12.25,630,34.4
Meal 1352,"Rogan Josh,Brown bread(1),Yogurt,",75,22.25,664,38.3
Meal 1353,"Rogan Josh,Paratha(1),Yogurt,",81,19.25,686,40
Meal 1354,"Rogan Josh,Wheat chapatti(2),Yogurt,",49,15.25,700,34.8
Meal 1355,"Rogan Josh,Brown bread(2),Yogurt,",131,35.25,768,42.6
Meal 1356,"Rogan Josh,Paratha(2),Yogurt,",143,29.25,812,46
Meal 1357,"Rogan Josh,Wheat chapatti(3),Yogurt,",64,18.25,770,35.2
Meal 1358,"Rogan Josh,Brown bread(3),Yogurt,",187,48.25,872,46.9
Meal 1359,"Rogan Josh,Paratha(3),Yogurt,",205,39.25,938,52
Meal 1360,"Rogan Josh,Yogurt,",19,9.25,560,34
Meal 1361,"Rogan Josh,Wheat chapatti(1),Buttermilk,",31.5,9.95,585,31.5
Meal 1362,"Rogan Josh,Brown bread(1),Buttermilk,",72.5,19.95,619,35.4
Meal 1363,"Rogan Josh,Paratha(1),Buttermilk,",78.5,16.95,641,37.1
Meal 1364,"Rogan Josh,Wheat chapatti(2),Buttermilk,",46.5,12.95,655,31.9
Meal 1365,"Rogan Josh,Brown bread(2),Buttermilk,",128.5,32.95,723,39.7
Meal 1366,"Rogan Josh,Paratha(2),Buttermilk,",140.5,26.95,767,43.1
Meal 1367,"Rogan Josh,Wheat chapatti(3),Buttermilk,",61.5,15.95,725,32.3
Meal 1368,"Rogan Josh,Brown bread(3),Buttermilk,",184.5,45.95,827,44
Meal 1369,"Rogan Josh,Paratha(3),Buttermilk,",202.5,36.95,893,49.1
Meal 1370,"Rogan Josh,Buttermilk,",16.5,6.95,515,31.1
Meal 1371,"Rogan Josh,Wheat chapatti(1),Paneer (Cow’s milk),",32.2,27.45,835,51.2
Meal 1372,"Rogan Josh,Brown bread(1),Paneer (Cow’s milk),",73.2,37.45,869,55.1
Meal 1373,"Rogan Josh,Paratha(1),Paneer (Cow’s milk),",79.2,34.45,891,56.8
Meal 1374,"Rogan Josh,Wheat chapatti(2),Paneer (Cow’s milk),",47.2,30.45,905,51.6
Meal 1375,"Rogan Josh,Brown bread(2),Paneer (Cow’s milk),",129.2,50.45,973,59.4
Meal 1376,"Rogan Josh,Paratha(2),Paneer (Cow’s milk),",141.2,44.45,1017,62.8
Meal 1377,"Rogan Josh,Wheat chapatti(3),Paneer (Cow’s milk),",62.2,33.45,975,52
Meal 1378,"Rogan Josh,Brown bread(3),Paneer (Cow’s milk),",185.2,63.45,1077,63.7
Meal 1379,"Rogan Josh,Paratha(3),Paneer (Cow’s milk),",203.2,54.45,1143,68.8
Meal 1380,"Rogan Josh,Paneer (Cow’s milk),",17.2,24.45,765,50.8
Meal 1381,"Rogan Josh,Wheat chapatti(1),Paneer (Buffalo’s milk),",38.9,22.55,862,53.4
Meal 1382,"Rogan Josh,Brown bread(1),Paneer (Buffalo’s milk),",79.9,32.55,896,57.3
Meal 1383,"Rogan Josh,Paratha(1),Paneer (Buffalo’s milk),",85.9,29.55,918,59
Meal 1384,"Rogan Josh,Wheat chapatti(2),Paneer (Buffalo’s milk),",53.9,25.55,932,53.8
Meal 1385,"Rogan Josh,Brown bread(2),Paneer (Buffalo’s milk),",135.9,45.55,1000,61.6
Meal 1386,"Rogan Josh,Paratha(2),Paneer (Buffalo’s milk),",147.9,39.55,1044,65
Meal 1387,"Rogan Josh,Wheat chapatti(3),Paneer (Buffalo’s milk),",68.9,28.55,1002,54.2
Meal 1388,"Rogan Josh,Brown bread(3),Paneer (Buffalo’s milk),",191.9,58.55,1104,65.9
Meal 1389,"Rogan Josh,Paratha(3),Paneer (Buffalo’s milk),",209.9,49.55,1170,71
Meal 1390,"Rogan Josh,Paneer (Buffalo’s milk),",23.9,19.55,792,53
Meal 1391,"Rogan Josh,Wheat chapatti(1),Lassi,",34.2,14.85,639,30.9
Meal 1392,"Rogan Josh,Brown bread(1),Lassi,",75.2,24.85,673,34.8
Meal 1393,"Rogan Josh,Paratha(1),Lassi,",81.2,21.85,695,36.5
Meal 1394,"Rogan Josh,Wheat chapatti(2),Lassi,",49.2,17.85,709,31.3
Meal 1395,"Rogan Josh,Brown bread(2),Lassi,",131.2,37.85,777,39.1
Meal 1396,"Rogan Josh,Paratha(2),Lassi,",143.2,31.85,821,42.5
Meal 1397,"Rogan Josh,Wheat chapatti(3),Lassi,",64.2,20.85,779,31.7
Meal 1398,"Rogan Josh,Brown bread(3),Lassi,",187.2,50.85,881,43.4
Meal 1399,"Rogan Josh,Paratha(3),Lassi,",205.2,41.85,947,48.5
Meal 1400,"Rogan Josh,Lassi,",19.2,11.85,569,30.5
Meal 1401,"Pork Vindaloo Curry,Boiled Rice,Wheat chapatti(1),Milk (Cow),",60.4,14.55,455,39.7
Meal 1402,"Pork Vindaloo Curry,Boiled Rice,Brown bread(1),Milk (Cow),",101.4,24.55,489,43.6
Meal 1403,"Pork Vindaloo Curry,Boiled Rice,Paratha(1),Milk (Cow),",107.4,21.55,511,45.3
Meal 1404,"Pork Vindaloo Curry,Boiled Rice,Wheat chapatti(2),Milk (Cow),",75.4,17.55,525,40.1
Meal 1405,"Pork Vindaloo Curry,Boiled Rice,Brown bread(2),Milk (Cow),",157.4,37.55,593,47.9
Meal 1406,"Pork Vindaloo Curry,Boiled Rice,Paratha(2),Milk (Cow),",169.4,31.55,637,51.3
Meal 1407,"Pork Vindaloo Curry,Boiled Rice,Wheat chapatti(3),Milk (Cow),",90.4,20.55,595,40.5
Meal 1408,"Pork Vindaloo Curry,Boiled Rice,Brown bread(3),Milk (Cow),",213.4,50.55,697,52.2
Meal 1409,"Pork Vindaloo Curry,Boiled Rice,Paratha(3),Milk (Cow),",231.4,41.55,763,57.3
Meal 1410,"Pork Vindaloo Curry,Boiled Rice,Milk (Cow),",45.4,11.55,385,39.3
Meal 1411,"Pork Vindaloo Curry,Boiled Rice,Wheat chapatti(1),Milk (Buffalo),",61,15.65,505,42.1
Meal 1412,"Pork Vindaloo Curry,Boiled Rice,Brown bread(1),Milk (Buffalo),",102,25.65,539,46
Meal 1413,"Pork Vindaloo Curry,Boiled Rice,Paratha(1),Milk (Buffalo),",108,22.65,561,47.7
Meal 1414,"Pork Vindaloo Curry,Boiled Rice,Wheat chapatti(2),Milk (Buffalo),",76,18.65,575,42.5
Meal 1415,"Pork Vindaloo Curry,Boiled Rice,Brown bread(2),Milk (Buffalo),",158,38.65,643,50.3
Meal 1416,"Pork Vindaloo Curry,Boiled Rice,Paratha(2),Milk (Buffalo),",170,32.65,687,53.7
Meal 1417,"Pork Vindaloo Curry,Boiled Rice,Wheat chapatti(3),Milk (Buffalo),",91,21.65,645,42.9
Meal 1418,"Pork Vindaloo Curry,Boiled Rice,Brown bread(3),Milk (Buffalo),",214,51.65,747,54.6
